model,Model:,AIC:,Link Function:,BIC:,Dependent Variable:,Log-Likelihood:,LL-Null:,No. Observations:,Deviance:,Df Model:,Pearson chi2:,Df Residuals:,Scale:,Method:
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0,GLM,191.7226,Log,-3864.7209,obamacare_test_recommendations_neuMF_0,-87.861,-115.23,617,48.024,7,48,609,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,192.3076,Log,-3883.4777,obamacare_test_recommendations_neuMF_0,-91.154,-115.1,617,48.542,4,48.5,612,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,192.3254,Log,-3883.4763,obamacare_test_recommendations_neuMF_0,-91.163,-115.1,617,48.544,4,48.5,612,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0,GLM,192.3286,Log,-3883.476,obamacare_test_recommendations_neuMF_0,-91.164,-115.1,617,48.544,4,48.5,612,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,192.3385,Log,-3864.6729,obamacare_test_recommendations_neuMF_0,-88.169,-115.21,617,48.072,7,48.1,609,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0,GLM,192.5521,Log,-3870.924,obamacare_test_recommendations_neuMF_0,-89.276,-115.17,617,48.246,6,48.2,610,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,192.5676,Log,-3870.9228,obamacare_test_recommendations_neuMF_0,-89.284,-115.16,617,48.247,6,48.2,610,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,192.9568,Log,-3864.6247,obamacare_test_recommendations_neuMF_0,-88.478,-115.19,617,48.121,7,48.1,609,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,193.0028,Log,-3870.8888,obamacare_test_recommendations_neuMF_0,-89.501,-115.15,617,48.281,6,48.3,610,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,193.3596,Log,-3889.6612,obamacare_test_recommendations_neuMF_0,-92.68,-115.03,617,48.783,3,48.8,613,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,193.4225,Log,-3877.1231,obamacare_test_recommendations_neuMF_0,-90.711,-115.1,617,48.472,5,48.5,611,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0,GLM,193.5923,Log,-3877.1097,obamacare_test_recommendations_neuMF_0,-90.796,-115.09,617,48.485,5,48.5,611,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,193.5938,Log,-3877.1096,obamacare_test_recommendations_neuMF_0,-90.797,-115.09,617,48.485,5,48.5,611,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0,GLM,193.6689,Log,-3883.3704,obamacare_test_recommendations_neuMF_0,-91.834,-115.06,617,48.649,4,48.6,612,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,193.7145,Log,-3858.2977,obamacare_test_recommendations_neuMF_0,-87.857,-115.2,617,48.023,8,48,608,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,194.2797,Log,-3877.0557,obamacare_test_recommendations_neuMF_0,-91.14,-115.07,617,48.539,5,48.5,611,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,194.312,Log,-3877.0532,obamacare_test_recommendations_neuMF_0,-91.156,-115.07,617,48.542,5,48.5,611,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,194.3185,Log,-3877.0526,obamacare_test_recommendations_neuMF_0,-91.159,-115.07,617,48.542,5,48.5,611,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,194.5637,Log,-3864.4992,obamacare_test_recommendations_neuMF_0,-89.282,-115.13,617,48.246,7,48.2,609,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0,GLM,194.6491,Log,-3877.0266,obamacare_test_recommendations_neuMF_0,-91.325,-115.06,617,48.568,5,48.6,611,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0,GLM,195.1604,Log,-3889.5187,obamacare_test_recommendations_neuMF_0,-93.58,-114.98,617,48.926,3,48.9,613,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,195.3885,Log,-3870.7017,obamacare_test_recommendations_neuMF_0,-90.694,-115.07,617,48.468,6,48.5,610,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,195.425,Log,-3870.6989,obamacare_test_recommendations_neuMF_0,-90.712,-115.06,617,48.471,6,48.5,610,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0,GLM,195.4549,Log,-3876.9632,obamacare_test_recommendations_neuMF_0,-91.727,-115.03,617,48.632,5,48.6,611,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,195.6029,Log,-3870.6849,obamacare_test_recommendations_neuMF_0,-90.801,-115.06,617,48.485,6,48.5,610,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,195.672,Log,-3876.946,obamacare_test_recommendations_neuMF_0,-91.836,-115.02,617,48.649,5,48.6,611,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,196.2878,Log,-3870.631,obamacare_test_recommendations_neuMF_0,-91.144,-115.04,617,48.539,6,48.5,610,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0,GLM,196.6237,Log,-3870.6046,obamacare_test_recommendations_neuMF_0,-91.312,-115.02,617,48.566,6,48.6,610,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,196.6548,Log,-3870.6021,obamacare_test_recommendations_neuMF_0,-91.327,-115.02,617,48.568,6,48.6,610,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0,GLM,197.0193,Log,-3883.1056,obamacare_test_recommendations_neuMF_0,-93.51,-114.95,617,48.914,4,48.9,612,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0,GLM,197.0563,Log,-3883.1026,obamacare_test_recommendations_neuMF_0,-93.528,-114.95,617,48.917,4,48.9,612,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,197.1118,Log,-3883.0982,obamacare_test_recommendations_neuMF_0,-93.556,-114.95,617,48.922,4,48.9,612,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,197.1672,Log,-3883.0938,obamacare_test_recommendations_neuMF_0,-93.584,-114.94,617,48.926,4,48.9,612,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,197.3904,Log,-3864.2777,obamacare_test_recommendations_neuMF_0,-90.695,-115.03,617,48.468,7,48.5,609,0,IRLS
obamacare_test_recommendations_neuMF_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_neuMF_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_neuMF_0,GLM,197.4647,Log,-3870.5383,obamacare_test_recommendations_neuMF_0,-91.732,-115,617,48.632,6,48.6,610,0,IRLS
